rocmfpx-plugin: info: registered 1 ROCmFPX Vulkan device(s)
rocmfpx-plugin: info: loaded rocmfpx-vulkan-charlie 0.1.0 from /home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/builds/v11-control-bin/rocmfpx-vulkan-plugin.so
0.00.091.754 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.092.194 W srv  llama_server: -----------------
0.00.092.197 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.092.197 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.092.197 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.092.198 W srv  llama_server: -----------------
0.00.093.622 I srv    load_model: loading model '/home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/results/models/LFM2.5-2.6B-ROCmFP4_FAST.gguf'
0.01.991.907 I cmn          init: llama threadpool init, n_threads = 4
0.02.032.524 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 9216, kv_unified = 'false'
0.02.032.570 W srv    load_model: LLAMA_SERVER_PREFILL_CHUNK_TOKENS = 128
0.02.032.571 I srv    load_model: sequence policy: lowest_slot_first=0 dense_sequences=0 remap_trace=0
0.02.037.596 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.02.037.642 I srv  llama_server: model loaded
0.02.037.647 I srv  llama_server: listening on http://127.0.0.1:18321
0.10.387.633 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.14.660.679 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   2688, progress = 0.33, t =   4.20 s / 640.34 tokens per second
0.14.660.712 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   2816, progress = 0.34, t =   4.27 s / 659.05 tokens per second
0.14.866.887 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   2944, progress = 0.36, t =   4.48 s / 657.27 tokens per second
0.14.866.909 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   2816, progress = 0.34, t =   4.40 s / 639.41 tokens per second
0.14.866.923 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   2944, progress = 0.36, t =   4.48 s / 657.28 tokens per second
0.15.076.440 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3072, progress = 0.38, t =   4.69 s / 655.20 tokens per second
0.15.076.473 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   2944, progress = 0.36, t =   4.61 s / 638.12 tokens per second
0.15.076.495 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3072, progress = 0.38, t =   4.69 s / 655.20 tokens per second
0.15.285.220 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3200, progress = 0.39, t =   4.90 s / 653.40 tokens per second
0.15.285.253 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3072, progress = 0.38, t =   4.82 s / 637.03 tokens per second
0.15.285.275 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3200, progress = 0.39, t =   4.90 s / 653.41 tokens per second
0.15.495.840 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3328, progress = 0.41, t =   5.11 s / 651.52 tokens per second
0.15.495.873 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3200, progress = 0.39, t =   5.03 s / 635.81 tokens per second
0.15.495.896 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3328, progress = 0.41, t =   5.11 s / 651.52 tokens per second
0.15.706.325 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3456, progress = 0.42, t =   5.32 s / 649.80 tokens per second
0.15.706.358 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3328, progress = 0.41, t =   5.24 s / 634.70 tokens per second
0.15.706.379 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3456, progress = 0.42, t =   5.32 s / 649.81 tokens per second
0.15.918.431 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3584, progress = 0.44, t =   5.53 s / 648.02 tokens per second
0.15.918.464 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3456, progress = 0.42, t =   5.46 s / 633.48 tokens per second
0.15.918.487 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3584, progress = 0.44, t =   5.53 s / 648.03 tokens per second
0.16.131.300 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3712, progress = 0.45, t =   5.74 s / 646.29 tokens per second
0.16.131.341 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3584, progress = 0.44, t =   5.67 s / 632.27 tokens per second
0.16.131.372 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3712, progress = 0.45, t =   5.74 s / 646.30 tokens per second
0.16.344.683 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3840, progress = 0.47, t =   5.96 s / 644.63 tokens per second
0.16.344.728 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3712, progress = 0.45, t =   5.88 s / 631.10 tokens per second
0.16.344.756 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3840, progress = 0.47, t =   5.96 s / 644.63 tokens per second
0.16.558.784 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   3968, progress = 0.48, t =   6.17 s / 643.01 tokens per second
0.16.558.820 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3840, progress = 0.47, t =   6.10 s / 629.93 tokens per second
0.16.558.844 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   3968, progress = 0.48, t =   6.17 s / 643.01 tokens per second
0.16.773.951 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4096, progress = 0.50, t =   6.39 s / 641.38 tokens per second
0.16.773.992 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   3968, progress = 0.48, t =   6.31 s / 628.73 tokens per second
0.16.774.015 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4096, progress = 0.50, t =   6.39 s / 641.39 tokens per second
0.16.990.247 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4224, progress = 0.52, t =   6.60 s / 639.76 tokens per second
0.16.990.283 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4096, progress = 0.50, t =   6.53 s / 627.51 tokens per second
0.16.990.311 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4224, progress = 0.52, t =   6.60 s / 639.76 tokens per second
0.17.207.420 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4352, progress = 0.53, t =   6.82 s / 638.16 tokens per second
0.17.207.455 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4224, progress = 0.52, t =   6.74 s / 626.28 tokens per second
0.17.207.479 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4352, progress = 0.53, t =   6.82 s / 638.16 tokens per second
0.17.424.926 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4480, progress = 0.55, t =   7.04 s / 636.62 tokens per second
0.17.424.959 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4352, progress = 0.53, t =   6.96 s / 625.10 tokens per second
0.17.424.982 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4480, progress = 0.55, t =   7.04 s / 636.62 tokens per second
0.17.643.946 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4608, progress = 0.56, t =   7.26 s / 635.04 tokens per second
0.17.643.980 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4480, progress = 0.55, t =   7.18 s / 623.86 tokens per second
0.17.644.005 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4608, progress = 0.56, t =   7.26 s / 635.05 tokens per second
0.17.863.446 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4736, progress = 0.58, t =   7.48 s / 633.52 tokens per second
0.17.863.482 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4608, progress = 0.56, t =   7.40 s / 622.65 tokens per second
0.17.863.505 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4736, progress = 0.58, t =   7.48 s / 633.52 tokens per second
0.18.083.910 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4864, progress = 0.59, t =   7.70 s / 632.00 tokens per second
0.18.083.943 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4736, progress = 0.58, t =   7.62 s / 621.44 tokens per second
0.18.083.965 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4864, progress = 0.59, t =   7.70 s / 632.01 tokens per second
0.18.305.467 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   4992, progress = 0.61, t =   7.92 s / 630.49 tokens per second
0.18.305.499 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4864, progress = 0.59, t =   7.84 s / 620.20 tokens per second
0.18.305.521 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   4992, progress = 0.61, t =   7.92 s / 630.49 tokens per second
0.18.527.678 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   5120, progress = 0.62, t =   8.14 s / 629.00 tokens per second
0.18.527.713 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   4992, progress = 0.61, t =   8.06 s / 618.99 tokens per second
0.18.527.747 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   5120, progress = 0.62, t =   8.14 s / 629.00 tokens per second
0.18.750.637 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   5248, progress = 0.64, t =   8.36 s / 627.54 tokens per second
0.18.750.667 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   5120, progress = 0.62, t =   8.29 s / 617.78 tokens per second
0.18.750.689 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   5248, progress = 0.64, t =   8.36 s / 627.54 tokens per second
0.18.975.128 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   5376, progress = 0.66, t =   8.59 s / 626.04 tokens per second
0.18.975.163 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   5248, progress = 0.64, t =   8.51 s / 616.52 tokens per second
0.18.975.187 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   5376, progress = 0.66, t =   8.59 s / 626.04 tokens per second
0.19.201.300 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   5504, progress = 0.67, t =   8.81 s / 624.49 tokens per second
0.19.201.346 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   5376, progress = 0.66, t =   8.74 s / 615.21 tokens per second
0.19.201.380 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   5504, progress = 0.67, t =   8.81 s / 624.50 tokens per second
0.19.427.055 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   5632, progress = 0.69, t =   9.04 s / 623.06 tokens per second
0.19.427.091 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   5504, progress = 0.67, t =   8.96 s / 614.00 tokens per second
0.19.427.124 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   5632, progress = 0.69, t =   9.04 s / 623.06 tokens per second
0.19.654.255 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   5760, progress = 0.70, t =   9.27 s / 621.59 tokens per second
0.19.654.292 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   5632, progress = 0.69, t =   9.19 s / 612.75 tokens per second
0.19.654.317 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   5760, progress = 0.70, t =   9.27 s / 621.60 tokens per second
0.19.881.809 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   5888, progress = 0.72, t =   9.49 s / 620.18 tokens per second
0.19.881.848 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   5760, progress = 0.70, t =   9.42 s / 611.53 tokens per second
0.19.881.876 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   5888, progress = 0.72, t =   9.49 s / 620.18 tokens per second
0.20.110.701 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6016, progress = 0.73, t =   9.72 s / 618.74 tokens per second
0.20.110.750 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   5888, progress = 0.72, t =   9.65 s / 610.29 tokens per second
0.20.110.778 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6016, progress = 0.73, t =   9.72 s / 618.75 tokens per second
0.20.340.264 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6144, progress = 0.75, t =   9.95 s / 617.33 tokens per second
0.20.340.300 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6016, progress = 0.73, t =   9.88 s / 609.07 tokens per second
0.20.340.324 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6144, progress = 0.75, t =   9.95 s / 617.34 tokens per second
0.20.570.717 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6272, progress = 0.77, t =  10.18 s / 615.93 tokens per second
0.20.570.754 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6144, progress = 0.75, t =  10.11 s / 607.84 tokens per second
0.20.570.778 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6272, progress = 0.77, t =  10.18 s / 615.93 tokens per second
0.20.802.598 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6400, progress = 0.78, t =  10.41 s / 614.51 tokens per second
0.20.802.655 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6272, progress = 0.77, t =  10.34 s / 606.59 tokens per second
0.20.802.680 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6400, progress = 0.78, t =  10.41 s / 614.51 tokens per second
0.21.034.633 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6528, progress = 0.80, t =  10.65 s / 613.14 tokens per second
0.21.034.667 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6400, progress = 0.78, t =  10.57 s / 605.39 tokens per second
0.21.034.688 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6528, progress = 0.80, t =  10.65 s / 613.14 tokens per second
0.21.268.402 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6656, progress = 0.81, t =  10.88 s / 611.73 tokens per second
0.21.268.438 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6528, progress = 0.80, t =  10.81 s / 604.13 tokens per second
0.21.268.462 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6656, progress = 0.81, t =  10.88 s / 611.73 tokens per second
0.21.502.658 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6784, progress = 0.83, t =  11.11 s / 610.35 tokens per second
0.21.502.693 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6656, progress = 0.81, t =  11.04 s / 602.91 tokens per second
0.21.502.716 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6784, progress = 0.83, t =  11.11 s / 610.35 tokens per second
0.21.737.349 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   6912, progress = 0.84, t =  11.35 s / 609.01 tokens per second
0.21.737.385 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6784, progress = 0.83, t =  11.27 s / 601.71 tokens per second
0.21.737.410 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   6912, progress = 0.84, t =  11.35 s / 609.01 tokens per second
0.21.972.786 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7040, progress = 0.86, t =  11.59 s / 607.68 tokens per second
0.21.972.819 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   6912, progress = 0.84, t =  11.51 s / 600.53 tokens per second
0.21.972.840 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7040, progress = 0.86, t =  11.58 s / 607.68 tokens per second
0.22.210.021 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7168, progress = 0.88, t =  11.82 s / 606.31 tokens per second
0.22.210.055 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7040, progress = 0.86, t =  11.75 s / 599.29 tokens per second
0.22.210.077 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7168, progress = 0.88, t =  11.82 s / 606.32 tokens per second
0.22.447.713 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7296, progress = 0.89, t =  12.06 s / 604.98 tokens per second
0.22.447.746 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7168, progress = 0.88, t =  11.98 s / 598.09 tokens per second
0.22.447.768 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7296, progress = 0.89, t =  12.06 s / 604.98 tokens per second
0.22.685.643 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7424, progress = 0.91, t =  12.30 s / 603.68 tokens per second
0.22.685.676 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7296, progress = 0.89, t =  12.22 s / 596.92 tokens per second
0.22.685.698 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7424, progress = 0.91, t =  12.30 s / 603.68 tokens per second
0.22.925.679 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7552, progress = 0.92, t =  12.54 s / 602.33 tokens per second
0.22.925.716 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7424, progress = 0.91, t =  12.46 s / 595.69 tokens per second
0.22.925.741 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7552, progress = 0.92, t =  12.54 s / 602.34 tokens per second
0.23.165.710 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7680, progress = 0.94, t =  12.78 s / 601.04 tokens per second
0.23.165.745 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7552, progress = 0.92, t =  12.70 s / 594.51 tokens per second
0.23.165.766 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7680, progress = 0.94, t =  12.78 s / 601.04 tokens per second
0.23.405.063 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7808, progress = 0.95, t =  13.02 s / 599.82 tokens per second
0.23.405.082 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7680, progress = 0.94, t =  12.94 s / 593.41 tokens per second
0.23.405.092 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7808, progress = 0.95, t =  13.02 s / 599.82 tokens per second
0.23.648.956 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   7936, progress = 0.97, t =  13.26 s / 598.44 tokens per second
0.23.649.005 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7808, progress = 0.95, t =  13.19 s / 592.14 tokens per second
0.23.649.037 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   7936, progress = 0.97, t =  13.26 s / 598.44 tokens per second
0.23.889.485 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   8060, progress = 0.98, t =  13.50 s / 596.96 tokens per second
0.23.899.196 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   7936, progress = 0.97, t =  13.43 s / 591.06 tokens per second
0.23.899.235 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   8060, progress = 0.98, t =  13.50 s / 596.96 tokens per second
0.24.153.569 I slot print_timing: id  0 | task 1 | prompt processing, n_tokens =   8188, progress = 1.00, t =  13.77 s / 594.81 tokens per second
0.24.162.961 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   8060, progress = 0.98, t =  13.69 s / 588.72 tokens per second
0.24.164.739 I slot print_timing: id  2 | task 2 | prompt processing, n_tokens =   8188, progress = 1.00, t =  13.77 s / 594.81 tokens per second
0.24.293.388 I slot print_timing: id  0 | task 1 | prompt eval time =   13905.61 ms /  8192 tokens (    1.70 ms per token,   589.11 tokens per second)
0.24.293.408 I slot print_timing: id  0 | task 1 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.24.293.411 I slot print_timing: id  0 | task 1 |       total time =   13905.61 ms /  8193 tokens
0.24.293.418 I slot print_timing: id  0 | task 1 |    graphs reused =        124
0.24.294.552 I slot      release: id  0 | task 1 | stop processing: n_tokens = 8192, truncated = 0
0.24.295.372 I slot print_timing: id  2 | task 2 | prompt eval time =   13907.57 ms /  8192 tokens (    1.70 ms per token,   589.03 tokens per second)
0.24.295.383 I slot print_timing: id  2 | task 2 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.24.295.386 I slot print_timing: id  2 | task 2 |       total time =   13907.57 ms /  8193 tokens
0.24.295.388 I slot print_timing: id  2 | task 2 |    graphs reused =        124
0.24.296.231 I slot      release: id  2 | task 2 | stop processing: n_tokens = 8192, truncated = 0
0.24.296.252 I slot print_timing: id  1 | task 4 | prompt processing, n_tokens =   8188, progress = 1.00, t =  13.83 s / 592.05 tokens per second
0.24.316.023 I slot print_timing: id  1 | task 4 | prompt eval time =   13853.16 ms /  8192 tokens (    1.69 ms per token,   591.35 tokens per second)
0.24.316.032 I slot print_timing: id  1 | task 4 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.24.316.035 I slot print_timing: id  1 | task 4 |       total time =   13853.16 ms /  8193 tokens
0.24.316.038 I slot print_timing: id  1 | task 4 |    graphs reused =        124
0.24.317.301 I slot      release: id  1 | task 4 | stop processing: n_tokens = 8192, truncated = 0
0.24.327.342 I slot get_availabl: id  1 | task -1 | selected slot by id (1)
0.24.327.402 I slot launch_slot_: id  1 | task 70 | processing task, is_child = 0
0.24.474.465 I slot get_availabl: id  2 | task -1 | selected slot by id (2)
0.24.474.526 I slot launch_slot_: id  2 | task 71 | processing task, is_child = 0
0.24.474.943 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.24.474.981 I slot launch_slot_: id  0 | task 72 | processing task, is_child = 0
0.27.552.693 I slot print_timing: id  0 | task 72 | n_gen =    241, tg =  79.74 t/s, tg_3s =  80.07 t/s
0.27.552.920 I slot print_timing: id  1 | task 70 | n_gen =    241, tg =  79.74 t/s, tg_3s =  80.07 t/s
0.27.553.142 I slot print_timing: id  2 | task 71 | n_gen =    241, tg =  79.74 t/s, tg_3s =  80.08 t/s
0.30.557.678 I slot print_timing: id  0 | task 72 | n_gen =    482, tg =  79.97 t/s, tg_3s =  80.20 t/s
0.30.557.897 I slot print_timing: id  1 | task 70 | n_gen =    482, tg =  79.97 t/s, tg_3s =  80.20 t/s
0.30.558.210 I slot print_timing: id  2 | task 71 | n_gen =    482, tg =  79.97 t/s, tg_3s =  80.20 t/s
0.33.559.336 I slot print_timing: id  0 | task 72 | n_gen =    721, tg =  79.85 t/s, tg_3s =  79.62 t/s
0.33.559.573 I slot print_timing: id  1 | task 70 | n_gen =    721, tg =  79.85 t/s, tg_3s =  79.62 t/s
0.33.559.837 I slot print_timing: id  2 | task 71 | n_gen =    721, tg =  79.86 t/s, tg_3s =  79.62 t/s
0.34.151.219 I slot print_timing: id  0 | task 72 | prompt eval time =      67.89 ms /     4 tokens (   16.97 ms per token,    58.92 tokens per second)
0.34.151.229 I slot print_timing: id  0 | task 72 |        eval time =    9608.31 ms /   768 tokens (   12.53 ms per token,    79.83 tokens per second)
0.34.151.231 I slot print_timing: id  0 | task 72 |       total time =    9676.20 ms /   772 tokens
0.34.151.232 I slot print_timing: id  0 | task 72 |    graphs reused =        888
0.34.151.803 I slot      release: id  0 | task 72 | stop processing: n_tokens = 8959, truncated = 0
0.34.152.143 I slot print_timing: id  1 | task 70 | prompt eval time =      64.33 ms /     4 tokens (   16.08 ms per token,    62.18 tokens per second)
