0.00.051.398 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.055.811 W srv  llama_server: -----------------
0.00.055.818 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.055.818 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.055.818 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.055.819 W srv  llama_server: -----------------
0.00.058.177 I srv    load_model: loading model '/home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/results/models/LFM2.5-2.6B-Q4_0.gguf'
0.04.779.734 I cmn          init: llama threadpool init, n_threads = 4
0.04.820.533 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 1024, kv_unified = 'false'
0.04.831.222 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.04.831.270 I srv  llama_server: model loaded
0.04.831.275 I srv  llama_server: listening on http://127.0.0.1:18002
0.12.180.925 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.35.273.435 I slot launch_slot_: id  3 | task 597 | processing task, is_child = 0
0.35.279.883 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 45605331695
0.35.279.934 I slot launch_slot_: id  1 | task 598 | processing task, is_child = 0
0.35.280.122 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 45605341470
0.35.280.156 I slot launch_slot_: id  2 | task 599 | processing task, is_child = 0
0.36.200.423 I slot print_timing: id  1 | task 598 | prompt eval time =     212.66 ms /   128 tokens (    1.66 ms per token,   601.90 tokens per second)
0.36.200.429 I slot print_timing: id  1 | task 598 |        eval time =     707.56 ms /    64 tokens (   11.23 ms per token,    89.04 tokens per second)
0.36.200.429 I slot print_timing: id  1 | task 598 |       total time =     920.22 ms /   192 tokens
0.36.200.431 I slot print_timing: id  1 | task 598 |    graphs reused =        559
0.36.206.216 I slot      release: id  1 | task 598 | stop processing: n_tokens = 191, truncated = 0
0.36.206.822 I slot print_timing: id  2 | task 599 | prompt eval time =     213.25 ms /   128 tokens (    1.67 ms per token,   600.25 tokens per second)
0.36.206.825 I slot print_timing: id  2 | task 599 |        eval time =     713.30 ms /    64 tokens (   11.32 ms per token,    88.32 tokens per second)
0.36.206.827 I slot print_timing: id  2 | task 599 |       total time =     926.55 ms /   192 tokens
0.36.206.828 I slot print_timing: id  2 | task 599 |    graphs reused =        559
0.36.211.997 I slot      release: id  2 | task 599 | stop processing: n_tokens = 191, truncated = 0
0.36.212.381 I slot print_timing: id  3 | task 597 | prompt eval time =     213.96 ms /   128 tokens (    1.67 ms per token,   598.25 tokens per second)
0.36.212.384 I slot print_timing: id  3 | task 597 |        eval time =     718.11 ms /    64 tokens (   11.40 ms per token,    87.73 tokens per second)
0.36.212.385 I slot print_timing: id  3 | task 597 |       total time =     932.07 ms /   192 tokens
0.36.212.508 I slot print_timing: id  3 | task 597 |    graphs reused =        559
0.36.216.216 I slot      release: id  3 | task 597 | stop processing: n_tokens = 191, truncated = 0
0.36.221.793 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 45613632118
0.36.221.870 I slot launch_slot_: id  0 | task 665 | processing task, is_child = 0
0.36.242.280 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 45614569926
0.36.242.361 I slot launch_slot_: id  1 | task 666 | processing task, is_child = 0
0.36.242.409 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 45614575697
0.36.242.450 I slot launch_slot_: id  2 | task 667 | processing task, is_child = 0
0.37.168.159 I slot print_timing: id  0 | task 665 | prompt eval time =     217.69 ms /   128 tokens (    1.70 ms per token,   588.00 tokens per second)
0.37.168.169 I slot print_timing: id  0 | task 665 |        eval time =     707.97 ms /    64 tokens (   11.24 ms per token,    88.99 tokens per second)
0.37.168.170 I slot print_timing: id  0 | task 665 |       total time =     925.65 ms /   192 tokens
0.37.168.171 I slot print_timing: id  0 | task 665 |    graphs reused =        621
0.37.199.492 I slot      release: id  0 | task 665 | stop processing: n_tokens = 191, truncated = 0
0.37.199.852 I slot print_timing: id  1 | task 666 | prompt eval time =     218.43 ms /   128 tokens (    1.71 ms per token,   585.99 tokens per second)
0.37.199.859 I slot print_timing: id  1 | task 666 |        eval time =     738.84 ms /    64 tokens (   11.73 ms per token,    85.27 tokens per second)
0.37.199.977 I slot print_timing: id  1 | task 666 |       total time =     957.27 ms /   192 tokens
0.37.199.978 I slot print_timing: id  1 | task 666 |    graphs reused =        621
0.37.205.218 I slot      release: id  1 | task 666 | stop processing: n_tokens = 191, truncated = 0
0.37.205.890 I slot print_timing: id  2 | task 667 | prompt eval time =     220.88 ms /   128 tokens (    1.73 ms per token,   579.51 tokens per second)
0.37.205.892 I slot print_timing: id  2 | task 667 |        eval time =     742.38 ms /    64 tokens (   11.78 ms per token,    84.86 tokens per second)
0.37.205.893 I slot print_timing: id  2 | task 667 |       total time =     963.26 ms /   192 tokens
0.37.205.895 I slot print_timing: id  2 | task 667 |    graphs reused =        621
0.37.209.076 I slot      release: id  2 | task 667 | stop processing: n_tokens = 191, truncated = 0
0.37.213.398 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 45614579915
0.37.213.466 I slot launch_slot_: id  3 | task 733 | processing task, is_child = 0
0.37.233.829 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 45615563198
0.37.233.893 I slot launch_slot_: id  0 | task 734 | processing task, is_child = 0
0.37.234.093 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 45615569169
0.37.234.132 I slot launch_slot_: id  1 | task 735 | processing task, is_child = 0
0.38.787.417 I slot print_timing: id  0 | task 734 | prompt eval time =     209.58 ms /   128 tokens (    1.64 ms per token,   610.74 tokens per second)
0.38.787.629 I slot print_timing: id  0 | task 734 |        eval time =    1343.64 ms /    64 tokens (   21.33 ms per token,    46.89 tokens per second)
0.38.787.638 I slot print_timing: id  0 | task 734 |       total time =    1553.22 ms /   192 tokens
0.38.787.640 I slot print_timing: id  0 | task 734 |    graphs reused =        621
0.38.791.192 I slot      release: id  0 | task 734 | stop processing: n_tokens = 191, truncated = 0
0.38.791.543 I slot print_timing: id  1 | task 735 | prompt eval time =     209.88 ms /   128 tokens (    1.64 ms per token,   609.87 tokens per second)
0.38.791.551 I slot print_timing: id  1 | task 735 |        eval time =    1347.43 ms /    64 tokens (   21.39 ms per token,    46.76 tokens per second)
0.38.791.553 I slot print_timing: id  1 | task 735 |       total time =    1557.31 ms /   192 tokens
0.38.791.554 I slot print_timing: id  1 | task 735 |    graphs reused =        621
0.38.794.973 I slot      release: id  1 | task 735 | stop processing: n_tokens = 191, truncated = 0
0.38.795.359 I slot print_timing: id  3 | task 733 | prompt eval time =     210.20 ms /   128 tokens (    1.64 ms per token,   608.94 tokens per second)
0.38.795.365 I slot print_timing: id  3 | task 733 |        eval time =    1350.87 ms /    64 tokens (   21.44 ms per token,    46.64 tokens per second)
0.38.795.366 I slot print_timing: id  3 | task 733 |       total time =    1561.08 ms /   192 tokens
0.38.795.367 I slot print_timing: id  3 | task 733 |    graphs reused =        621
0.38.799.086 I slot      release: id  3 | task 733 | stop processing: n_tokens = 191, truncated = 0
0.46.391.798 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 45615572775
0.46.392.058 I slot launch_slot_: id  2 | task 801 | processing task, is_child = 0
0.47.055.921 I slot print_timing: id  2 | task 801 | prompt eval time =     105.66 ms /   128 tokens (    0.83 ms per token,  1211.48 tokens per second)
0.47.055.926 I slot print_timing: id  2 | task 801 |        eval time =     539.74 ms /    64 tokens (    8.57 ms per token,   116.72 tokens per second)
0.47.055.927 I slot print_timing: id  2 | task 801 |       total time =     645.40 ms /   192 tokens
0.47.055.928 I slot print_timing: id  2 | task 801 |    graphs reused =        683
0.47.085.300 I slot      release: id  2 | task 801 | stop processing: n_tokens = 191, truncated = 0
0.47.090.901 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 45617154896
0.47.091.038 I slot launch_slot_: id  0 | task 867 | processing task, is_child = 0
0.47.101.917 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 45617158677
0.47.102.022 I slot launch_slot_: id  1 | task 869 | processing task, is_child = 0
0.47.102.114 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 45617162785
0.47.102.192 I slot launch_slot_: id  3 | task 868 | processing task, is_child = 0
0.47.102.249 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 45625449009
0.47.102.353 I slot launch_slot_: id  2 | task 870 | processing task, is_child = 0
0.48.171.259 I slot print_timing: id  0 | task 867 | prompt eval time =     246.03 ms /   128 tokens (    1.92 ms per token,   520.26 tokens per second)
0.48.173.346 I slot print_timing: id  0 | task 867 |        eval time =     822.81 ms /    64 tokens (   13.06 ms per token,    76.57 tokens per second)
0.48.173.355 I slot print_timing: id  0 | task 867 |       total time =    1068.84 ms /   192 tokens
0.48.173.357 I slot print_timing: id  0 | task 867 |    graphs reused =        745
0.48.176.207 I slot      release: id  0 | task 867 | stop processing: n_tokens = 191, truncated = 0
0.48.176.559 I slot print_timing: id  1 | task 869 | prompt eval time =     246.61 ms /   128 tokens (    1.93 ms per token,   519.05 tokens per second)
0.48.176.562 I slot print_timing: id  1 | task 869 |        eval time =     827.43 ms /    64 tokens (   13.13 ms per token,    76.14 tokens per second)
0.48.176.563 I slot print_timing: id  1 | task 869 |       total time =    1074.03 ms /   192 tokens
0.48.176.564 I slot print_timing: id  1 | task 869 |    graphs reused =        745
0.48.178.009 I slot      release: id  1 | task 869 | stop processing: n_tokens = 191, truncated = 0
0.48.178.255 I slot print_timing: id  2 | task 870 | prompt eval time =     247.21 ms /   128 tokens (    1.93 ms per token,   517.78 tokens per second)
0.48.178.257 I slot print_timing: id  2 | task 870 |        eval time =     828.42 ms /    64 tokens (   13.15 ms per token,    76.05 tokens per second)
0.48.178.258 I slot print_timing: id  2 | task 870 |       total time =    1075.63 ms /   192 tokens
0.48.178.259 I slot print_timing: id  2 | task 870 |    graphs reused =        745
0.48.179.464 I slot      release: id  2 | task 870 | stop processing: n_tokens = 191, truncated = 0
0.48.179.718 I slot print_timing: id  3 | task 868 | prompt eval time =     247.82 ms /   128 tokens (    1.94 ms per token,   516.49 tokens per second)
0.48.179.835 I slot print_timing: id  3 | task 868 |        eval time =     829.18 ms /    64 tokens (   13.16 ms per token,    75.98 tokens per second)
0.48.179.838 I slot print_timing: id  3 | task 868 |       total time =    1077.01 ms /   192 tokens
0.48.179.838 I slot print_timing: id  3 | task 868 |    graphs reused =        745
0.48.181.118 I slot      release: id  3 | task 868 | stop processing: n_tokens = 191, truncated = 0
0.48.186.946 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 45626539907
0.48.194.371 I slot launch_slot_: id  0 | task 936 | processing task, is_child = 0
0.48.212.739 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 45626541707
0.48.212.817 I slot launch_slot_: id  1 | task 937 | processing task, is_child = 0
0.48.212.851 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 45626543163
0.48.212.881 I slot launch_slot_: id  2 | task 938 | processing task, is_child = 0
0.48.212.898 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 45626544816
0.48.212.926 I slot launch_slot_: id  3 | task 939 | processing task, is_child = 0
0.49.319.730 I slot print_timing: id  0 | task 936 | prompt eval time =     251.78 ms /   128 tokens (    1.97 ms per token,   508.39 tokens per second)
0.49.319.736 I slot print_timing: id  0 | task 936 |        eval time =     854.99 ms /    64 tokens (   13.57 ms per token,    73.69 tokens per second)
0.49.319.737 I slot print_timing: id  0 | task 936 |       total time =    1106.77 ms /   192 tokens
0.49.334.088 I slot print_timing: id  0 | task 936 |    graphs reused =        807
0.49.349.184 I slot      release: id  0 | task 936 | stop processing: n_tokens = 191, truncated = 0
0.49.349.572 I slot print_timing: id  1 | task 937 | prompt eval time =     252.35 ms /   128 tokens (    1.97 ms per token,   507.22 tokens per second)
0.49.349.580 I slot print_timing: id  1 | task 937 |        eval time =     884.18 ms /    64 tokens (   14.03 ms per token,    71.25 tokens per second)
0.49.349.581 I slot print_timing: id  1 | task 937 |       total time =    1136.54 ms /   192 tokens
0.49.349.583 I slot print_timing: id  1 | task 937 |    graphs reused =        807
0.49.350.477 I slot      release: id  1 | task 937 | stop processing: n_tokens = 191, truncated = 0
0.49.350.822 I slot print_timing: id  2 | task 938 | prompt eval time =     252.97 ms /   128 tokens (    1.98 ms per token,   505.99 tokens per second)
0.49.350.828 I slot print_timing: id  2 | task 938 |        eval time =     884.76 ms /    64 tokens (   14.04 ms per token,    71.21 tokens per second)
0.49.350.829 I slot print_timing: id  2 | task 938 |       total time =    1137.73 ms /   192 tokens
0.49.350.830 I slot print_timing: id  2 | task 938 |    graphs reused =        807
0.49.351.824 I slot      release: id  2 | task 938 | stop processing: n_tokens = 191, truncated = 0
0.49.352.167 I slot print_timing: id  3 | task 939 | prompt eval time =     255.28 ms /   128 tokens (    1.99 ms per token,   501.41 tokens per second)
0.49.352.171 I slot print_timing: id  3 | task 939 |        eval time =     883.74 ms /    64 tokens (   14.03 ms per token,    71.29 tokens per second)
0.49.352.172 I slot print_timing: id  3 | task 939 |       total time =    1139.02 ms /   192 tokens
0.49.352.329 I slot print_timing: id  3 | task 939 |    graphs reused =        807
0.49.353.346 I slot      release: id  3 | task 939 | stop processing: n_tokens = 191, truncated = 0
0.49.359.581 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 45627712889
0.49.365.603 I slot launch_slot_: id  0 | task 1005 | processing task, is_child = 0
0.49.386.481 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 45627714179
0.49.386.546 I slot launch_slot_: id  1 | task 1006 | processing task, is_child = 0
0.49.386.586 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 45627715527
0.49.386.775 I slot launch_slot_: id  2 | task 1007 | processing task, is_child = 0
0.49.386.801 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 45627717045
0.49.386.835 I slot launch_slot_: id  3 | task 1008 | processing task, is_child = 0
0.50.458.529 I slot print_timing: id  0 | task 1005 | prompt eval time =     253.74 ms /   128 tokens (    1.98 ms per token,   504.45 tokens per second)
0.50.458.542 I slot print_timing: id  0 | task 1005 |        eval time =     817.90 ms /    64 tokens (   12.98 ms per token,    77.03 tokens per second)
0.50.458.544 I slot print_timing: id  0 | task 1005 |       total time =    1071.64 ms /   192 tokens
0.50.458.547 I slot print_timing: id  0 | task 1005 |    graphs reused =        869
0.50.461.155 I slot      release: id  0 | task 1005 | stop processing: n_tokens = 191, truncated = 0
0.50.461.744 I slot print_timing: id  1 | task 1006 | prompt eval time =     254.34 ms /   128 tokens (    1.99 ms per token,   503.27 tokens per second)
0.50.461.749 I slot print_timing: id  1 | task 1006 |        eval time =     820.33 ms /    64 tokens (   13.02 ms per token,    76.80 tokens per second)
0.50.461.749 I slot print_timing: id  1 | task 1006 |       total time =    1074.66 ms /   192 tokens
0.50.461.751 I slot print_timing: id  1 | task 1006 |    graphs reused =        869
0.50.462.480 I slot      release: id  1 | task 1006 | stop processing: n_tokens = 191, truncated = 0
0.50.462.783 I slot print_timing: id  2 | task 1007 | prompt eval time =     254.96 ms /   128 tokens (    1.99 ms per token,   502.04 tokens per second)
0.50.462.787 I slot print_timing: id  2 | task 1007 |        eval time =     820.86 ms /    64 tokens (   13.03 ms per token,    76.75 tokens per second)
0.50.462.788 I slot print_timing: id  2 | task 1007 |       total time =    1075.82 ms /   192 tokens
0.50.462.789 I slot print_timing: id  2 | task 1007 |    graphs reused =        869
0.50.463.158 I slot      release: id  2 | task 1007 | stop processing: n_tokens = 191, truncated = 0
0.50.463.436 I slot print_timing: id  3 | task 1008 | prompt eval time =     257.70 ms /   128 tokens (    2.01 ms per token,   496.70 tokens per second)
0.50.463.440 I slot print_timing: id  3 | task 1008 |        eval time =     818.71 ms /    64 tokens (   13.00 ms per token,    76.95 tokens per second)
0.50.463.441 I slot print_timing: id  3 | task 1008 |       total time =    1076.41 ms /   192 tokens
0.50.463.441 I slot print_timing: id  3 | task 1008 |    graphs reused =        869
0.50.463.962 I slot      release: id  3 | task 1008 | stop processing: n_tokens = 191, truncated = 0
0.51.564.089 I srv    operator(): operator(): cleaning up before exit...
