0.00.048.032 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.049.300 W srv  llama_server: -----------------
0.00.049.303 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.049.303 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.049.304 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.049.304 W srv  llama_server: -----------------
0.00.050.588 I srv    load_model: loading model '/home/isaac/Escritorio/BenchmarkLLM/models/LFM2.5-2.6B-Q4_K_M/LFM2.5-2.6B-Q4_K_M.gguf'
0.01.662.202 I cmn          init: llama threadpool init, n_threads = 4
0.01.700.802 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 1024, kv_unified = 'false'
0.01.708.653 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.01.708.688 I srv  llama_server: model loaded
0.01.708.693 I srv  llama_server: listening on http://127.0.0.1:18002
0.08.779.088 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.19.277.482 I slot launch_slot_: id  3 | task 264 | processing task, is_child = 0
0.19.959.463 I slot print_timing: id  3 | task 264 | prompt eval time =      92.84 ms /   128 tokens (    0.73 ms per token,  1378.75 tokens per second)
0.19.959.470 I slot print_timing: id  3 | task 264 |        eval time =     581.31 ms /    64 tokens (    9.23 ms per token,   108.38 tokens per second)
0.19.959.471 I slot print_timing: id  3 | task 264 |       total time =     674.14 ms /   192 tokens
0.19.959.472 I slot print_timing: id  3 | task 264 |    graphs reused =        311
0.19.959.501 I slot      release: id  3 | task 264 | stop processing: n_tokens = 191, truncated = 0
0.19.963.550 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43762472402
0.19.963.612 I slot launch_slot_: id  2 | task 330 | processing task, is_child = 0
0.19.969.916 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43763156982
0.19.969.985 I slot launch_slot_: id  1 | task 331 | processing task, is_child = 0
0.20.816.337 I slot print_timing: id  1 | task 331 | prompt eval time =     180.65 ms /   128 tokens (    1.41 ms per token,   708.57 tokens per second)
0.20.816.345 I slot print_timing: id  1 | task 331 |        eval time =     665.63 ms /    64 tokens (   10.57 ms per token,    94.65 tokens per second)
0.20.816.347 I slot print_timing: id  1 | task 331 |       total time =     846.27 ms /   192 tokens
0.20.816.348 I slot print_timing: id  1 | task 331 |    graphs reused =        373
0.20.816.391 I slot      release: id  1 | task 331 | stop processing: n_tokens = 191, truncated = 0
0.20.816.665 I slot print_timing: id  2 | task 330 | prompt eval time =     181.85 ms /   128 tokens (    1.42 ms per token,   703.86 tokens per second)
0.20.816.669 I slot print_timing: id  2 | task 330 |        eval time =     664.69 ms /    64 tokens (   10.55 ms per token,    94.78 tokens per second)
0.20.816.669 I slot print_timing: id  2 | task 330 |       total time =     846.55 ms /   192 tokens
0.20.816.670 I slot print_timing: id  2 | task 330 |    graphs reused =        373
0.20.816.692 I slot      release: id  2 | task 330 | stop processing: n_tokens = 191, truncated = 0
0.20.821.554 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 43763837760
0.20.821.628 I slot launch_slot_: id  0 | task 397 | processing task, is_child = 0
0.20.835.111 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 43772275644
0.20.835.158 I slot launch_slot_: id  3 | task 398 | processing task, is_child = 0
0.22.315.335 I slot print_timing: id  0 | task 397 | prompt eval time =     167.06 ms /   128 tokens (    1.31 ms per token,   766.21 tokens per second)
0.22.315.340 I slot print_timing: id  0 | task 397 |        eval time =    1313.07 ms /    64 tokens (   20.84 ms per token,    47.98 tokens per second)
0.22.315.341 I slot print_timing: id  0 | task 397 |       total time =    1480.12 ms /   192 tokens
0.22.315.342 I slot print_timing: id  0 | task 397 |    graphs reused =        373
0.22.315.369 I slot      release: id  0 | task 397 | stop processing: n_tokens = 191, truncated = 0
0.22.315.619 I slot print_timing: id  3 | task 398 | prompt eval time =     168.53 ms /   128 tokens (    1.32 ms per token,   759.51 tokens per second)
0.22.315.622 I slot print_timing: id  3 | task 398 |        eval time =    1311.85 ms /    64 tokens (   20.82 ms per token,    48.02 tokens per second)
0.22.315.623 I slot print_timing: id  3 | task 398 |       total time =    1480.38 ms /   192 tokens
0.22.315.623 I slot print_timing: id  3 | task 398 |    graphs reused =        373
0.22.315.644 I slot      release: id  3 | task 398 | stop processing: n_tokens = 191, truncated = 0
0.22.320.305 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43773132535
0.22.320.389 I slot launch_slot_: id  1 | task 464 | processing task, is_child = 0
0.22.334.846 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43773132835
0.22.334.909 I slot launch_slot_: id  2 | task 465 | processing task, is_child = 0
0.23.161.771 I slot print_timing: id  1 | task 464 | prompt eval time =     155.14 ms /   128 tokens (    1.21 ms per token,   825.05 tokens per second)
0.23.161.775 I slot print_timing: id  1 | task 464 |        eval time =     671.66 ms /    64 tokens (   10.66 ms per token,    93.80 tokens per second)
0.23.161.776 I slot print_timing: id  1 | task 464 |       total time =     826.81 ms /   192 tokens
0.23.161.778 I slot print_timing: id  1 | task 464 |    graphs reused =        435
0.23.161.809 I slot      release: id  1 | task 464 | stop processing: n_tokens = 191, truncated = 0
0.23.162.106 I slot print_timing: id  2 | task 465 | prompt eval time =     155.95 ms /   128 tokens (    1.22 ms per token,   820.76 tokens per second)
0.23.162.110 I slot print_timing: id  2 | task 465 |        eval time =     671.14 ms /    64 tokens (   10.65 ms per token,    93.87 tokens per second)
0.23.162.111 I slot print_timing: id  2 | task 465 |       total time =     827.10 ms /   192 tokens
0.23.162.111 I slot print_timing: id  2 | task 465 |    graphs reused =        435
0.23.162.135 I slot      release: id  2 | task 465 | stop processing: n_tokens = 191, truncated = 0
0.30.929.892 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 43774631513
0.30.929.972 I slot launch_slot_: id  0 | task 531 | processing task, is_child = 0
0.31.613.356 I slot print_timing: id  0 | task 531 | prompt eval time =      84.27 ms /   128 tokens (    0.66 ms per token,  1518.89 tokens per second)
0.31.613.361 I slot print_timing: id  0 | task 531 |        eval time =     585.53 ms /    64 tokens (    9.29 ms per token,   107.60 tokens per second)
0.31.613.361 I slot print_timing: id  0 | task 531 |       total time =     669.80 ms /   192 tokens
0.31.613.363 I slot print_timing: id  0 | task 531 |    graphs reused =        497
0.31.613.390 I slot      release: id  0 | task 531 | stop processing: n_tokens = 191, truncated = 0
0.31.616.988 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 43774631787
0.31.617.043 I slot launch_slot_: id  3 | task 598 | processing task, is_child = 0
0.31.623.042 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43775477952
0.31.623.090 I slot launch_slot_: id  1 | task 597 | processing task, is_child = 0
0.31.623.119 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43775478278
0.31.623.147 I slot launch_slot_: id  2 | task 599 | processing task, is_child = 0
0.32.607.678 I slot print_timing: id  1 | task 597 | prompt eval time =     248.86 ms /   128 tokens (    1.94 ms per token,   514.35 tokens per second)
0.32.607.685 I slot print_timing: id  1 | task 597 |        eval time =     735.63 ms /    64 tokens (   11.68 ms per token,    85.64 tokens per second)
0.32.607.686 I slot print_timing: id  1 | task 597 |       total time =     984.48 ms /   192 tokens
0.32.607.688 I slot print_timing: id  1 | task 597 |    graphs reused =        559
0.32.607.730 I slot      release: id  1 | task 597 | stop processing: n_tokens = 191, truncated = 0
0.32.608.051 I slot print_timing: id  2 | task 599 | prompt eval time =     249.60 ms /   128 tokens (    1.95 ms per token,   512.83 tokens per second)
0.32.608.055 I slot print_timing: id  2 | task 599 |        eval time =     735.21 ms /    64 tokens (   11.67 ms per token,    85.69 tokens per second)
0.32.608.056 I slot print_timing: id  2 | task 599 |       total time =     984.81 ms /   192 tokens
0.32.608.056 I slot print_timing: id  2 | task 599 |    graphs reused =        559
0.32.608.090 I slot      release: id  2 | task 599 | stop processing: n_tokens = 191, truncated = 0
0.32.608.371 I slot print_timing: id  3 | task 598 | prompt eval time =     250.32 ms /   128 tokens (    1.96 ms per token,   511.34 tokens per second)
0.32.608.375 I slot print_timing: id  3 | task 598 |        eval time =     734.75 ms /    64 tokens (   11.66 ms per token,    85.74 tokens per second)
0.32.608.376 I slot print_timing: id  3 | task 598 |       total time =     985.08 ms /   192 tokens
0.32.608.376 I slot print_timing: id  3 | task 598 |    graphs reused =        559
0.32.608.398 I slot      release: id  3 | task 598 | stop processing: n_tokens = 191, truncated = 0
0.32.614.292 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 43783929533
0.32.614.360 I slot launch_slot_: id  0 | task 665 | processing task, is_child = 0
0.32.634.969 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43784923873
0.32.635.022 I slot launch_slot_: id  1 | task 666 | processing task, is_child = 0
0.32.635.053 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43784924234
0.32.635.081 I slot launch_slot_: id  2 | task 667 | processing task, is_child = 0
0.33.599.120 I slot print_timing: id  0 | task 665 | prompt eval time =     215.70 ms /   128 tokens (    1.69 ms per token,   593.42 tokens per second)
0.33.599.128 I slot print_timing: id  0 | task 665 |        eval time =     748.29 ms /    64 tokens (   11.88 ms per token,    84.19 tokens per second)
0.33.599.129 I slot print_timing: id  0 | task 665 |       total time =     963.99 ms /   192 tokens
0.33.599.130 I slot print_timing: id  0 | task 665 |    graphs reused =        621
0.33.599.172 I slot      release: id  0 | task 665 | stop processing: n_tokens = 191, truncated = 0
0.33.599.567 I slot print_timing: id  1 | task 666 | prompt eval time =     216.50 ms /   128 tokens (    1.69 ms per token,   591.22 tokens per second)
0.33.599.572 I slot print_timing: id  1 | task 666 |        eval time =     747.88 ms /    64 tokens (   11.87 ms per token,    84.24 tokens per second)
0.33.599.574 I slot print_timing: id  1 | task 666 |       total time =     964.38 ms /   192 tokens
0.33.599.575 I slot print_timing: id  1 | task 666 |    graphs reused =        621
0.33.599.609 I slot      release: id  1 | task 666 | stop processing: n_tokens = 191, truncated = 0
0.33.599.986 I slot print_timing: id  2 | task 667 | prompt eval time =     219.41 ms /   128 tokens (    1.71 ms per token,   583.37 tokens per second)
0.33.599.989 I slot print_timing: id  2 | task 667 |        eval time =     745.33 ms /    64 tokens (   11.83 ms per token,    84.53 tokens per second)
0.33.599.990 I slot print_timing: id  2 | task 667 |       total time =     964.74 ms /   192 tokens
0.33.599.991 I slot print_timing: id  2 | task 667 |    graphs reused =        621
0.33.600.012 I slot      release: id  2 | task 667 | stop processing: n_tokens = 191, truncated = 0
0.33.605.338 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 43784924541
0.33.605.406 I slot launch_slot_: id  3 | task 733 | processing task, is_child = 0
0.33.627.374 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 43785915315
0.33.627.455 I slot launch_slot_: id  0 | task 734 | processing task, is_child = 0
0.33.627.506 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43785915752
0.33.627.551 I slot launch_slot_: id  1 | task 735 | processing task, is_child = 0
0.35.252.241 I slot print_timing: id  0 | task 734 | prompt eval time =     225.20 ms /   128 tokens (    1.76 ms per token,   568.38 tokens per second)
0.35.252.246 I slot print_timing: id  0 | task 734 |        eval time =    1399.43 ms /    64 tokens (   22.21 ms per token,    45.02 tokens per second)
0.35.252.247 I slot print_timing: id  0 | task 734 |       total time =    1624.63 ms /   192 tokens
0.35.252.248 I slot print_timing: id  0 | task 734 |    graphs reused =        621
0.35.252.282 I slot      release: id  0 | task 734 | stop processing: n_tokens = 191, truncated = 0
0.35.252.596 I slot print_timing: id  1 | task 735 | prompt eval time =     225.56 ms /   128 tokens (    1.76 ms per token,   567.47 tokens per second)
0.35.252.603 I slot print_timing: id  1 | task 735 |        eval time =    1399.35 ms /    64 tokens (   22.21 ms per token,    45.02 tokens per second)
0.35.252.604 I slot print_timing: id  1 | task 735 |       total time =    1624.91 ms /   192 tokens
0.35.252.605 I slot print_timing: id  1 | task 735 |    graphs reused =        621
0.35.252.633 I slot      release: id  1 | task 735 | stop processing: n_tokens = 191, truncated = 0
0.35.253.058 I slot print_timing: id  3 | task 733 | prompt eval time =     225.93 ms /   128 tokens (    1.77 ms per token,   566.54 tokens per second)
0.35.253.063 I slot print_timing: id  3 | task 733 |        eval time =    1399.37 ms /    64 tokens (   22.21 ms per token,    45.02 tokens per second)
0.35.253.064 I slot print_timing: id  3 | task 733 |       total time =    1625.30 ms /   192 tokens
0.35.253.065 I slot print_timing: id  3 | task 733 |    graphs reused =        621
0.35.253.101 I slot      release: id  3 | task 733 | stop processing: n_tokens = 191, truncated = 0
0.42.928.822 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43785916156
0.42.928.907 I slot launch_slot_: id  2 | task 801 | processing task, is_child = 0
0.43.621.315 I slot print_timing: id  2 | task 801 | prompt eval time =      85.78 ms /   128 tokens (    0.67 ms per token,  1492.17 tokens per second)
0.43.621.319 I slot print_timing: id  2 | task 801 |        eval time =     587.74 ms /    64 tokens (    9.33 ms per token,   107.19 tokens per second)
0.43.621.320 I slot print_timing: id  2 | task 801 |       total time =     673.52 ms /   192 tokens
0.43.621.321 I slot print_timing: id  2 | task 801 |    graphs reused =        683
0.43.621.349 I slot      release: id  2 | task 801 | stop processing: n_tokens = 191, truncated = 0
0.43.624.937 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 43787568426
0.43.625.017 I slot launch_slot_: id  0 | task 867 | processing task, is_child = 0
0.43.631.575 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43787568776
0.43.631.627 I slot launch_slot_: id  1 | task 868 | processing task, is_child = 0
0.43.631.657 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 43787569245
0.43.631.685 I slot launch_slot_: id  3 | task 869 | processing task, is_child = 0
0.43.631.701 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43795937492
0.43.631.728 I slot launch_slot_: id  2 | task 870 | processing task, is_child = 0
0.44.761.449 I slot print_timing: id  0 | task 867 | prompt eval time =     282.63 ms /   128 tokens (    2.21 ms per token,   452.89 tokens per second)
0.44.761.456 I slot print_timing: id  0 | task 867 |        eval time =     847.05 ms /    64 tokens (   13.45 ms per token,    74.38 tokens per second)
0.44.761.457 I slot print_timing: id  0 | task 867 |       total time =    1129.68 ms /   192 tokens
0.44.761.458 I slot print_timing: id  0 | task 867 |    graphs reused =        745
0.44.761.502 I slot      release: id  0 | task 867 | stop processing: n_tokens = 191, truncated = 0
0.44.761.812 I slot print_timing: id  1 | task 868 | prompt eval time =     282.96 ms /   128 tokens (    2.21 ms per token,   452.36 tokens per second)
0.44.761.815 I slot print_timing: id  1 | task 868 |        eval time =     847.03 ms /    64 tokens (   13.44 ms per token,    74.38 tokens per second)
0.44.761.816 I slot print_timing: id  1 | task 868 |       total time =    1129.99 ms /   192 tokens
0.44.761.816 I slot print_timing: id  1 | task 868 |    graphs reused =        745
0.44.761.841 I slot      release: id  1 | task 868 | stop processing: n_tokens = 191, truncated = 0
0.44.762.183 I slot print_timing: id  2 | task 870 | prompt eval time =     283.31 ms /   128 tokens (    2.21 ms per token,   451.80 tokens per second)
0.44.762.188 I slot print_timing: id  2 | task 870 |        eval time =     847.00 ms /    64 tokens (   13.44 ms per token,    74.38 tokens per second)
0.44.762.189 I slot print_timing: id  2 | task 870 |       total time =    1130.31 ms /   192 tokens
0.44.762.190 I slot print_timing: id  2 | task 870 |    graphs reused =        745
0.44.762.223 I slot      release: id  2 | task 870 | stop processing: n_tokens = 191, truncated = 0
0.44.762.576 I slot print_timing: id  3 | task 869 | prompt eval time =     283.64 ms /   128 tokens (    2.22 ms per token,   451.27 tokens per second)
0.44.762.579 I slot print_timing: id  3 | task 869 |        eval time =     847.00 ms /    64 tokens (   13.44 ms per token,    74.38 tokens per second)
0.44.762.580 I slot print_timing: id  3 | task 869 |       total time =    1130.64 ms /   192 tokens
0.44.762.580 I slot print_timing: id  3 | task 869 |    graphs reused =        745
0.44.762.607 I slot      release: id  3 | task 869 | stop processing: n_tokens = 191, truncated = 0
0.44.769.210 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 43797077645
0.44.781.014 I slot launch_slot_: id  0 | task 936 | processing task, is_child = 0
0.44.801.032 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43797077986
0.44.801.087 I slot launch_slot_: id  1 | task 938 | processing task, is_child = 0
0.44.801.118 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43797078366
0.44.801.148 I slot launch_slot_: id  2 | task 937 | processing task, is_child = 0
0.44.801.165 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 43797078751
0.44.801.192 I slot launch_slot_: id  3 | task 939 | processing task, is_child = 0
0.45.930.207 I slot print_timing: id  0 | task 936 | prompt eval time =     278.04 ms /   128 tokens (    2.17 ms per token,   460.37 tokens per second)
0.45.930.214 I slot print_timing: id  0 | task 936 |        eval time =     850.94 ms /    64 tokens (   13.51 ms per token,    74.04 tokens per second)
0.45.930.215 I slot print_timing: id  0 | task 936 |       total time =    1128.98 ms /   192 tokens
0.45.930.216 I slot print_timing: id  0 | task 936 |    graphs reused =        807
0.45.930.250 I slot      release: id  0 | task 936 | stop processing: n_tokens = 191, truncated = 0
0.45.930.505 I slot print_timing: id  1 | task 938 | prompt eval time =     278.36 ms /   128 tokens (    2.17 ms per token,   459.84 tokens per second)
0.45.930.508 I slot print_timing: id  1 | task 938 |        eval time =     850.88 ms /    64 tokens (   13.51 ms per token,    74.04 tokens per second)
0.45.930.509 I slot print_timing: id  1 | task 938 |       total time =    1129.23 ms /   192 tokens
0.45.930.509 I slot print_timing: id  1 | task 938 |    graphs reused =        807
0.45.930.535 I slot      release: id  1 | task 938 | stop processing: n_tokens = 191, truncated = 0
0.45.930.781 I slot print_timing: id  2 | task 937 | prompt eval time =     278.70 ms /   128 tokens (    2.18 ms per token,   459.27 tokens per second)
0.45.930.787 I slot print_timing: id  2 | task 937 |        eval time =     850.77 ms /    64 tokens (   13.50 ms per token,    74.05 tokens per second)
0.45.930.788 I slot print_timing: id  2 | task 937 |       total time =    1129.47 ms /   192 tokens
0.45.930.788 I slot print_timing: id  2 | task 937 |    graphs reused =        807
0.45.930.809 I slot      release: id  2 | task 937 | stop processing: n_tokens = 191, truncated = 0
0.45.931.100 I slot print_timing: id  3 | task 939 | prompt eval time =     279.91 ms /   128 tokens (    2.19 ms per token,   457.29 tokens per second)
0.45.931.105 I slot print_timing: id  3 | task 939 |        eval time =     849.85 ms /    64 tokens (   13.49 ms per token,    74.13 tokens per second)
0.45.931.106 I slot print_timing: id  3 | task 939 |       total time =    1129.76 ms /   192 tokens
0.45.931.106 I slot print_timing: id  3 | task 939 |    graphs reused =        807
0.45.931.128 I slot      release: id  3 | task 939 | stop processing: n_tokens = 191, truncated = 0
0.45.938.504 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 43798246394
0.45.945.119 I slot launch_slot_: id  0 | task 1005 | processing task, is_child = 0
0.45.964.246 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 43798246678
0.45.964.304 I slot launch_slot_: id  1 | task 1007 | processing task, is_child = 0
0.45.964.337 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 43798246952
0.45.964.367 I slot launch_slot_: id  2 | task 1006 | processing task, is_child = 0
0.45.964.384 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 43798247271
0.45.964.412 I slot launch_slot_: id  3 | task 1008 | processing task, is_child = 0
0.47.085.318 I slot print_timing: id  0 | task 1005 | prompt eval time =     277.60 ms /   128 tokens (    2.17 ms per token,   461.10 tokens per second)
0.47.085.332 I slot print_timing: id  0 | task 1005 |        eval time =     843.26 ms /    64 tokens (   13.39 ms per token,    74.71 tokens per second)
0.47.085.335 I slot print_timing: id  0 | task 1005 |       total time =    1120.86 ms /   192 tokens
0.47.085.337 I slot print_timing: id  0 | task 1005 |    graphs reused =        869
0.47.085.401 I slot      release: id  0 | task 1005 | stop processing: n_tokens = 191, truncated = 0
0.47.085.995 I slot print_timing: id  1 | task 1007 | prompt eval time =     278.02 ms /   128 tokens (    2.17 ms per token,   460.40 tokens per second)
0.47.086.003 I slot print_timing: id  1 | task 1007 |        eval time =     843.45 ms /    64 tokens (   13.39 ms per token,    74.69 tokens per second)
0.47.086.006 I slot print_timing: id  1 | task 1007 |       total time =    1121.48 ms /   192 tokens
0.47.086.007 I slot print_timing: id  1 | task 1007 |    graphs reused =        869
0.47.086.064 I slot      release: id  1 | task 1007 | stop processing: n_tokens = 191, truncated = 0
0.47.086.611 I slot print_timing: id  2 | task 1006 | prompt eval time =     278.43 ms /   128 tokens (    2.18 ms per token,   459.73 tokens per second)
0.47.086.623 I slot print_timing: id  2 | task 1006 |        eval time =     843.61 ms /    64 tokens (   13.39 ms per token,    74.68 tokens per second)
0.47.086.625 I slot print_timing: id  2 | task 1006 |       total time =    1122.04 ms /   192 tokens
0.47.086.627 I slot print_timing: id  2 | task 1006 |    graphs reused =        869
0.47.086.676 I slot      release: id  2 | task 1006 | stop processing: n_tokens = 191, truncated = 0
0.47.087.241 I slot print_timing: id  3 | task 1008 | prompt eval time =     279.68 ms /   128 tokens (    2.19 ms per token,   457.67 tokens per second)
0.47.087.250 I slot print_timing: id  3 | task 1008 |        eval time =     842.92 ms /    64 tokens (   13.38 ms per token,    74.74 tokens per second)
0.47.087.252 I slot print_timing: id  3 | task 1008 |       total time =    1122.60 ms /   192 tokens
0.47.087.254 I slot print_timing: id  3 | task 1008 |    graphs reused =        869
0.47.087.307 I slot      release: id  3 | task 1008 | stop processing: n_tokens = 191, truncated = 0
0.48.113.431 I srv    operator(): operator(): cleaning up before exit...
