0.00.043.299 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.043.753 W srv  llama_server: -----------------
0.00.043.755 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.043.756 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.043.756 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.043.756 W srv  llama_server: -----------------
0.00.045.009 I srv    load_model: loading model '/home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/results/models/LFM2.5-2.6B-Q4_0.gguf'
0.01.582.752 I cmn          init: llama threadpool init, n_threads = 4
0.01.623.373 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 1024, kv_unified = 'false'
0.01.628.390 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.01.628.428 I srv  llama_server: model loaded
0.01.628.432 I srv  llama_server: listening on http://127.0.0.1:18023
0.08.603.644 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.20.117.146 I slot print_timing: id  1 | task 330 |    graphs reused =        373
0.20.117.187 I slot      release: id  1 | task 330 | stop processing: n_tokens = 191, truncated = 0
0.20.117.516 I slot print_timing: id  2 | task 331 | prompt eval time =     207.80 ms /   128 tokens (    1.62 ms per token,   615.98 tokens per second)
0.20.117.519 I slot print_timing: id  2 | task 331 |        eval time =     615.20 ms /    64 tokens (    9.77 ms per token,   102.41 tokens per second)
0.20.117.521 I slot print_timing: id  2 | task 331 |       total time =     823.00 ms /   192 tokens
0.20.117.522 I slot print_timing: id  2 | task 331 |    graphs reused =        373
0.20.117.557 I slot      release: id  2 | task 331 | stop processing: n_tokens = 191, truncated = 0
0.20.122.282 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4630082976
0.20.122.355 I slot launch_slot_: id  0 | task 397 | processing task, is_child = 0
0.20.132.796 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4638245990
0.20.132.901 I slot launch_slot_: id  3 | task 398 | processing task, is_child = 0
0.21.530.290 I slot print_timing: id  0 | task 397 | prompt eval time =     163.08 ms /   128 tokens (    1.27 ms per token,   784.88 tokens per second)
0.21.530.294 I slot print_timing: id  0 | task 397 |        eval time =    1234.18 ms /    64 tokens (   19.59 ms per token,    51.05 tokens per second)
0.21.530.294 I slot print_timing: id  0 | task 397 |       total time =    1397.26 ms /   192 tokens
0.21.530.295 I slot print_timing: id  0 | task 397 |    graphs reused =        373
0.21.530.323 I slot      release: id  0 | task 397 | stop processing: n_tokens = 191, truncated = 0
0.21.530.591 I slot print_timing: id  3 | task 398 | prompt eval time =     164.06 ms /   128 tokens (    1.28 ms per token,   780.18 tokens per second)
0.21.530.593 I slot print_timing: id  3 | task 398 |        eval time =    1233.43 ms /    64 tokens (   19.58 ms per token,    51.08 tokens per second)
0.21.530.594 I slot print_timing: id  3 | task 398 |       total time =    1397.49 ms /   192 tokens
0.21.530.595 I slot print_timing: id  3 | task 398 |    graphs reused =        373
0.21.530.617 I slot      release: id  3 | task 398 | stop processing: n_tokens = 191, truncated = 0
0.21.535.700 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4639076710
0.21.535.769 I slot launch_slot_: id  1 | task 464 | processing task, is_child = 0
0.21.545.739 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4639077080
0.21.545.785 I slot launch_slot_: id  2 | task 465 | processing task, is_child = 0
0.22.308.263 I slot print_timing: id  1 | task 464 | prompt eval time =     136.80 ms /   128 tokens (    1.07 ms per token,   935.68 tokens per second)
0.22.308.268 I slot print_timing: id  1 | task 464 |        eval time =     625.62 ms /    64 tokens (    9.93 ms per token,   100.70 tokens per second)
0.22.308.268 I slot print_timing: id  1 | task 464 |       total time =     762.42 ms /   192 tokens
0.22.308.269 I slot print_timing: id  1 | task 464 |    graphs reused =        435
0.22.308.296 I slot      release: id  1 | task 464 | stop processing: n_tokens = 191, truncated = 0
0.22.308.571 I slot print_timing: id  2 | task 465 | prompt eval time =     137.67 ms /   128 tokens (    1.08 ms per token,   929.78 tokens per second)
0.22.308.573 I slot print_timing: id  2 | task 465 |        eval time =     625.01 ms /    64 tokens (    9.92 ms per token,   100.80 tokens per second)
0.22.308.574 I slot print_timing: id  2 | task 465 |       total time =     762.67 ms /   192 tokens
0.22.308.575 I slot print_timing: id  2 | task 465 |    graphs reused =        435
0.22.308.598 I slot      release: id  2 | task 465 | stop processing: n_tokens = 191, truncated = 0
0.29.998.112 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4640489847
0.29.998.200 I slot launch_slot_: id  0 | task 531 | processing task, is_child = 0
0.30.652.305 I slot print_timing: id  0 | task 531 | prompt eval time =     102.45 ms /   128 tokens (    0.80 ms per token,  1249.33 tokens per second)
0.30.652.310 I slot print_timing: id  0 | task 531 |        eval time =     541.58 ms /    64 tokens (    8.60 ms per token,   116.33 tokens per second)
0.30.652.311 I slot print_timing: id  0 | task 531 |       total time =     644.03 ms /   192 tokens
0.30.652.312 I slot print_timing: id  0 | task 531 |    graphs reused =        497
0.30.652.351 I slot      release: id  0 | task 531 | stop processing: n_tokens = 191, truncated = 0
0.30.656.562 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4640490140
0.30.656.623 I slot launch_slot_: id  3 | task 597 | processing task, is_child = 0
0.30.660.523 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4641267819
0.30.660.559 I slot launch_slot_: id  1 | task 598 | processing task, is_child = 0
0.30.660.597 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4641268121
0.30.660.634 I slot launch_slot_: id  2 | task 599 | processing task, is_child = 0
0.31.586.605 I slot print_timing: id  1 | task 598 | prompt eval time =     223.74 ms /   128 tokens (    1.75 ms per token,   572.09 tokens per second)
0.31.586.610 I slot print_timing: id  1 | task 598 |        eval time =     702.18 ms /    64 tokens (   11.15 ms per token,    89.72 tokens per second)
0.31.586.611 I slot print_timing: id  1 | task 598 |       total time =     925.92 ms /   192 tokens
0.31.586.612 I slot print_timing: id  1 | task 598 |    graphs reused =        559
0.31.586.665 I slot      release: id  1 | task 598 | stop processing: n_tokens = 191, truncated = 0
0.31.586.962 I slot print_timing: id  2 | task 599 | prompt eval time =     224.33 ms /   128 tokens (    1.75 ms per token,   570.58 tokens per second)
0.31.586.966 I slot print_timing: id  2 | task 599 |        eval time =     701.90 ms /    64 tokens (   11.14 ms per token,    89.76 tokens per second)
0.31.586.967 I slot print_timing: id  2 | task 599 |       total time =     926.23 ms /   192 tokens
0.31.586.968 I slot print_timing: id  2 | task 599 |    graphs reused =        559
0.31.587.008 I slot      release: id  2 | task 599 | stop processing: n_tokens = 191, truncated = 0
0.31.587.357 I slot print_timing: id  3 | task 597 | prompt eval time =     224.97 ms /   128 tokens (    1.76 ms per token,   568.96 tokens per second)
0.31.587.367 I slot print_timing: id  3 | task 597 |        eval time =     701.59 ms /    64 tokens (   11.14 ms per token,    89.80 tokens per second)
0.31.587.368 I slot print_timing: id  3 | task 597 |       total time =     926.56 ms /   192 tokens
0.31.587.369 I slot print_timing: id  3 | task 597 |    graphs reused =        559
0.31.587.403 I slot      release: id  3 | task 597 | stop processing: n_tokens = 191, truncated = 0
0.31.591.447 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4649611874
0.31.591.548 I slot launch_slot_: id  0 | task 665 | processing task, is_child = 0
0.31.605.644 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4650546188
0.31.605.705 I slot launch_slot_: id  1 | task 666 | processing task, is_child = 0
0.31.605.745 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4650546532
0.31.605.779 I slot launch_slot_: id  2 | task 667 | processing task, is_child = 0
0.32.521.817 I slot print_timing: id  0 | task 665 | prompt eval time =     210.96 ms /   128 tokens (    1.65 ms per token,   606.74 tokens per second)
0.32.521.824 I slot print_timing: id  0 | task 665 |        eval time =     705.02 ms /    64 tokens (   11.19 ms per token,    89.36 tokens per second)
0.32.521.825 I slot print_timing: id  0 | task 665 |       total time =     915.98 ms /   192 tokens
0.32.521.826 I slot print_timing: id  0 | task 665 |    graphs reused =        621
0.32.521.860 I slot      release: id  0 | task 665 | stop processing: n_tokens = 191, truncated = 0
0.32.522.154 I slot print_timing: id  1 | task 666 | prompt eval time =     211.70 ms /   128 tokens (    1.65 ms per token,   604.63 tokens per second)
0.32.522.159 I slot print_timing: id  1 | task 666 |        eval time =     704.57 ms /    64 tokens (   11.18 ms per token,    89.42 tokens per second)
0.32.522.160 I slot print_timing: id  1 | task 666 |       total time =     916.27 ms /   192 tokens
0.32.522.161 I slot print_timing: id  1 | task 666 |    graphs reused =        621
0.32.522.196 I slot      release: id  1 | task 666 | stop processing: n_tokens = 191, truncated = 0
0.32.522.577 I slot print_timing: id  2 | task 667 | prompt eval time =     214.17 ms /   128 tokens (    1.67 ms per token,   597.65 tokens per second)
0.32.522.584 I slot print_timing: id  2 | task 667 |        eval time =     702.48 ms /    64 tokens (   11.15 ms per token,    89.68 tokens per second)
0.32.522.585 I slot print_timing: id  2 | task 667 |       total time =     916.65 ms /   192 tokens
0.32.522.586 I slot print_timing: id  2 | task 667 |    graphs reused =        621
0.32.522.623 I slot      release: id  2 | task 667 | stop processing: n_tokens = 191, truncated = 0
0.32.527.894 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4650546927
0.32.527.967 I slot launch_slot_: id  3 | task 733 | processing task, is_child = 0
0.32.543.290 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4651481383
0.32.543.342 I slot launch_slot_: id  0 | task 735 | processing task, is_child = 0
0.32.543.378 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4651481719
0.32.543.407 I slot launch_slot_: id  1 | task 734 | processing task, is_child = 0
0.34.053.069 I slot print_timing: id  0 | task 735 | prompt eval time =     214.45 ms /   128 tokens (    1.68 ms per token,   596.87 tokens per second)
0.34.053.073 I slot print_timing: id  0 | task 735 |        eval time =    1295.16 ms /    64 tokens (   20.56 ms per token,    48.64 tokens per second)
0.34.053.074 I slot print_timing: id  0 | task 735 |       total time =    1509.61 ms /   192 tokens
0.34.053.076 I slot print_timing: id  0 | task 735 |    graphs reused =        621
0.34.053.131 I slot      release: id  0 | task 735 | stop processing: n_tokens = 191, truncated = 0
0.34.053.405 I slot print_timing: id  1 | task 734 | prompt eval time =     215.02 ms /   128 tokens (    1.68 ms per token,   595.29 tokens per second)
0.34.053.409 I slot print_timing: id  1 | task 734 |        eval time =    1294.87 ms /    64 tokens (   20.55 ms per token,    48.65 tokens per second)
0.34.053.410 I slot print_timing: id  1 | task 734 |       total time =    1509.89 ms /   192 tokens
0.34.053.410 I slot print_timing: id  1 | task 734 |    graphs reused =        621
0.34.053.440 I slot      release: id  1 | task 734 | stop processing: n_tokens = 191, truncated = 0
0.34.053.737 I slot print_timing: id  3 | task 733 | prompt eval time =     215.54 ms /   128 tokens (    1.68 ms per token,   593.86 tokens per second)
0.34.053.739 I slot print_timing: id  3 | task 733 |        eval time =    1294.61 ms /    64 tokens (   20.55 ms per token,    48.66 tokens per second)
0.34.053.739 I slot print_timing: id  3 | task 733 |       total time =    1510.15 ms /   192 tokens
0.34.053.740 I slot print_timing: id  3 | task 733 |    graphs reused =        621
0.34.053.762 I slot      release: id  3 | task 733 | stop processing: n_tokens = 191, truncated = 0
0.41.622.413 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4651482146
0.41.622.505 I slot launch_slot_: id  2 | task 801 | processing task, is_child = 0
0.42.277.454 I slot print_timing: id  2 | task 801 | prompt eval time =      88.65 ms /   128 tokens (    0.69 ms per token,  1443.95 tokens per second)
0.42.277.458 I slot print_timing: id  2 | task 801 |        eval time =     546.05 ms /    64 tokens (    8.67 ms per token,   115.37 tokens per second)
0.42.277.459 I slot print_timing: id  2 | task 801 |       total time =     634.70 ms /   192 tokens
0.42.277.460 I slot print_timing: id  2 | task 801 |    graphs reused =        683
0.42.277.504 I slot      release: id  2 | task 801 | stop processing: n_tokens = 191, truncated = 0
0.42.283.123 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4653012654
0.42.283.189 I slot launch_slot_: id  0 | task 868 | processing task, is_child = 0
0.42.289.103 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4653012963
0.42.289.173 I slot launch_slot_: id  1 | task 867 | processing task, is_child = 0
0.42.289.220 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4653013286
0.42.289.267 I slot launch_slot_: id  3 | task 869 | processing task, is_child = 0
0.42.289.296 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4661237028
0.42.289.339 I slot launch_slot_: id  2 | task 870 | processing task, is_child = 0
0.43.387.272 I slot print_timing: id  0 | task 868 | prompt eval time =     272.26 ms /   128 tokens (    2.13 ms per token,   470.14 tokens per second)
0.43.387.277 I slot print_timing: id  0 | task 868 |        eval time =     825.64 ms /    64 tokens (   13.11 ms per token,    76.30 tokens per second)
0.43.387.279 I slot print_timing: id  0 | task 868 |       total time =    1097.90 ms /   192 tokens
0.43.387.280 I slot print_timing: id  0 | task 868 |    graphs reused =        746
0.43.387.340 I slot      release: id  0 | task 868 | stop processing: n_tokens = 191, truncated = 0
0.43.387.671 I slot print_timing: id  1 | task 867 | prompt eval time =     272.93 ms /   128 tokens (    2.13 ms per token,   468.98 tokens per second)
0.43.387.675 I slot print_timing: id  1 | task 867 |        eval time =     825.29 ms /    64 tokens (   13.10 ms per token,    76.34 tokens per second)
0.43.387.676 I slot print_timing: id  1 | task 867 |       total time =    1098.22 ms /   192 tokens
0.43.387.677 I slot print_timing: id  1 | task 867 |    graphs reused =        746
0.43.387.715 I slot      release: id  1 | task 867 | stop processing: n_tokens = 191, truncated = 0
0.43.388.065 I slot print_timing: id  2 | task 870 | prompt eval time =     273.59 ms /   128 tokens (    2.14 ms per token,   467.86 tokens per second)
0.43.388.077 I slot print_timing: id  2 | task 870 |        eval time =     824.95 ms /    64 tokens (   13.09 ms per token,    76.37 tokens per second)
0.43.388.078 I slot print_timing: id  2 | task 870 |       total time =    1098.53 ms /   192 tokens
0.43.388.079 I slot print_timing: id  2 | task 870 |    graphs reused =        746
0.43.388.123 I slot      release: id  2 | task 870 | stop processing: n_tokens = 191, truncated = 0
0.43.388.516 I slot print_timing: id  3 | task 869 | prompt eval time =     274.21 ms /   128 tokens (    2.14 ms per token,   466.79 tokens per second)
0.43.388.520 I slot print_timing: id  3 | task 869 |        eval time =     824.67 ms /    64 tokens (   13.09 ms per token,    76.39 tokens per second)
0.43.388.521 I slot print_timing: id  3 | task 869 |       total time =    1098.88 ms /   192 tokens
0.43.388.522 I slot print_timing: id  3 | task 869 |    graphs reused =        746
0.43.388.558 I slot      release: id  3 | task 869 | stop processing: n_tokens = 191, truncated = 0
0.43.394.676 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4662346863
0.43.400.649 I slot launch_slot_: id  0 | task 936 | processing task, is_child = 0
0.43.416.734 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4662347238
0.43.416.806 I slot launch_slot_: id  1 | task 937 | processing task, is_child = 0
0.43.416.853 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4662347646
0.43.416.894 I slot launch_slot_: id  2 | task 938 | processing task, is_child = 0
0.43.416.921 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4662348082
0.43.416.960 I slot launch_slot_: id  3 | task 939 | processing task, is_child = 0
0.44.514.003 I slot print_timing: id  0 | task 936 | prompt eval time =     273.50 ms /   128 tokens (    2.14 ms per token,   468.01 tokens per second)
0.44.514.010 I slot print_timing: id  0 | task 936 |        eval time =     823.51 ms /    64 tokens (   13.07 ms per token,    76.50 tokens per second)
0.44.514.011 I slot print_timing: id  0 | task 936 |       total time =    1097.01 ms /   192 tokens
0.44.514.012 I slot print_timing: id  0 | task 936 |    graphs reused =        809
0.44.514.048 I slot      release: id  0 | task 936 | stop processing: n_tokens = 191, truncated = 0
0.44.514.394 I slot print_timing: id  1 | task 937 | prompt eval time =     274.06 ms /   128 tokens (    2.14 ms per token,   467.05 tokens per second)
0.44.514.398 I slot print_timing: id  1 | task 937 |        eval time =     823.26 ms /    64 tokens (   13.07 ms per token,    76.52 tokens per second)
0.44.514.399 I slot print_timing: id  1 | task 937 |       total time =    1097.33 ms /   192 tokens
0.44.514.400 I slot print_timing: id  1 | task 937 |    graphs reused =        809
0.44.514.436 I slot      release: id  1 | task 937 | stop processing: n_tokens = 191, truncated = 0
0.44.514.767 I slot print_timing: id  2 | task 938 | prompt eval time =     274.63 ms /   128 tokens (    2.15 ms per token,   466.08 tokens per second)
0.44.514.770 I slot print_timing: id  2 | task 938 |        eval time =     823.03 ms /    64 tokens (   13.06 ms per token,    76.55 tokens per second)
0.44.514.771 I slot print_timing: id  2 | task 938 |       total time =    1097.66 ms /   192 tokens
0.44.514.772 I slot print_timing: id  2 | task 938 |    graphs reused =        809
0.44.514.799 I slot      release: id  2 | task 938 | stop processing: n_tokens = 191, truncated = 0
0.44.515.119 I slot print_timing: id  3 | task 939 | prompt eval time =     276.80 ms /   128 tokens (    2.16 ms per token,   462.43 tokens per second)
0.44.515.122 I slot print_timing: id  3 | task 939 |        eval time =     821.17 ms /    64 tokens (   13.03 ms per token,    76.72 tokens per second)
0.44.515.122 I slot print_timing: id  3 | task 939 |       total time =    1097.97 ms /   192 tokens
0.44.515.123 I slot print_timing: id  3 | task 939 |    graphs reused =        809
0.44.515.154 I slot      release: id  3 | task 939 | stop processing: n_tokens = 191, truncated = 0
0.44.519.699 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4663473571
0.44.524.013 I slot launch_slot_: id  0 | task 1006 | processing task, is_child = 0
0.44.538.113 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4663473959
0.44.538.165 I slot launch_slot_: id  1 | task 1007 | processing task, is_child = 0
0.44.538.205 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 4663474323
0.44.538.242 I slot launch_slot_: id  2 | task 1008 | processing task, is_child = 0
0.44.538.264 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 4663474678
0.44.538.299 I slot launch_slot_: id  3 | task 1005 | processing task, is_child = 0
0.45.636.003 I slot print_timing: id  0 | task 1006 | prompt eval time =     270.62 ms /   128 tokens (    2.11 ms per token,   472.99 tokens per second)
0.45.636.007 I slot print_timing: id  0 | task 1006 |        eval time =     827.05 ms /    64 tokens (   13.13 ms per token,    76.17 tokens per second)
0.45.636.008 I slot print_timing: id  0 | task 1006 |       total time =    1097.66 ms /   192 tokens
0.45.636.010 I slot print_timing: id  0 | task 1006 |    graphs reused =        872
0.45.636.054 I slot      release: id  0 | task 1006 | stop processing: n_tokens = 191, truncated = 0
0.45.636.315 I slot print_timing: id  1 | task 1007 | prompt eval time =     271.27 ms /   128 tokens (    2.12 ms per token,   471.85 tokens per second)
0.45.636.319 I slot print_timing: id  1 | task 1007 |        eval time =     826.65 ms /    64 tokens (   13.12 ms per token,    76.21 tokens per second)
0.45.636.320 I slot print_timing: id  1 | task 1007 |       total time =    1097.92 ms /   192 tokens
0.45.636.321 I slot print_timing: id  1 | task 1007 |    graphs reused =        872
0.45.636.353 I slot      release: id  1 | task 1007 | stop processing: n_tokens = 191, truncated = 0
0.45.636.705 I slot print_timing: id  2 | task 1008 | prompt eval time =     271.88 ms /   128 tokens (    2.12 ms per token,   470.79 tokens per second)
0.45.636.709 I slot print_timing: id  2 | task 1008 |        eval time =     826.38 ms /    64 tokens (   13.12 ms per token,    76.24 tokens per second)
0.45.636.710 I slot print_timing: id  2 | task 1008 |       total time =    1098.26 ms /   192 tokens
0.45.636.711 I slot print_timing: id  2 | task 1008 |    graphs reused =        872
0.45.636.750 I slot      release: id  2 | task 1008 | stop processing: n_tokens = 191, truncated = 0
0.45.637.067 I slot print_timing: id  3 | task 1005 | prompt eval time =     274.13 ms /   128 tokens (    2.14 ms per token,   466.93 tokens per second)
0.45.637.071 I slot print_timing: id  3 | task 1005 |        eval time =     824.43 ms /    64 tokens (   13.09 ms per token,    76.42 tokens per second)
0.45.637.072 I slot print_timing: id  3 | task 1005 |       total time =    1098.56 ms /   192 tokens
0.45.637.072 I slot print_timing: id  3 | task 1005 |    graphs reused =        872
0.45.637.103 I slot      release: id  3 | task 1005 | stop processing: n_tokens = 191, truncated = 0
0.46.657.185 I srv    operator(): operator(): cleaning up before exit...
